DATE,GS10,GS2,GS3M,GS3,GS1
2005-12-01,4.47,4.40,3.97,4.39,4.35
2006-01-01,4.42,4.40,4.34,4.35,4.45
2006-02-01,4.57,4.67,4.54,4.64,4.68
2006-03-01,4.72,4.73,4.63,4.74,4.77
2006-04-01,4.99,4.89,4.72,4.89,4.90
2006-05-01,5.11,4.97,4.84,4.97,5.00
2006-06-01,5.11,5.12,4.92,5.09,5.16
2006-07-01,5.09,5.12,5.08,5.07,5.22
2006-08-01,4.88,4.90,5.09,4.85,5.08
2006-09-01,4.72,4.77,4.93,4.69,4.97
2006-10-01,4.73,4.80,5.05,4.72,5.01
2006-11-01,4.60,4.74,5.07,4.64,5.01
2006-12-01,4.56,4.67,4.97,4.58,4.94
2007-01-01,4.76,4.88,5.11,4.79,5.06
2007-02-01,4.72,4.85,5.16,4.75,5.05
2007-03-01,4.56,4.57,5.08,4.51,4.92
2007-04-01,4.69,4.67,5.01,4.60,4.93
2007-05-01,4.75,4.77,4.87,4.69,4.91
2007-06-01,5.10,4.98,4.74,5.00,4.96
2007-07-01,5.00,4.82,4.96,4.82,4.96
2007-08-01,4.67,4.31,4.32,4.34,4.47
2007-09-01,4.52,4.01,3.99,4.06,4.14
2007-10-01,4.53,3.97,4.00,4.01,4.10
2007-11-01,4.15,3.34,3.35,3.35,3.50
2007-12-01,4.10,3.12,3.07,3.13,3.26
2008-01-01,3.74,2.48,2.82,2.51,2.71
2008-02-01,3.74,1.97,2.17,2.19,2.05
2008-03-01,3.51,1.62,1.28,1.80,1.54
2008-04-01,3.68,2.05,1.31,2.23,1.74
2008-05-01,3.88,2.45,1.76,2.69,2.06
2008-06-01,4.10,2.77,1.89,3.08,2.42
2008-07-01,4.01,2.57,1.66,2.87,2.28
2008-08-01,3.89,2.42,1.75,2.70,2.18
2008-09-01,3.69,2.08,1.15,2.32,1.91
2008-10-01,3.81,1.61,0.69,1.86,1.42
2008-11-01,3.53,1.21,0.19,1.51,1.07
2008-12-01,2.42,0.82,0.03,1.07,0.49
2009-01-01,2.52,0.81,0.13,1.13,0.44
2009-02-01,2.87,0.98,0.30,1.37,0.62
2009-03-01,2.82,0.93,0.22,1.31,0.64
2009-04-01,2.93,0.93,0.16,1.32,0.55
2009-05-01,3.29,0.93,0.18,1.39,0.50
2009-06-01,3.72,1.18,0.18,1.76,0.51
2009-07-01,3.56,1.02,0.18,1.55,0.48
2009-08-01,3.59,1.12,0.17,1.65,0.46
2009-09-01,3.40,0.96,0.12,1.48,0.40
2009-10-01,3.39,0.95,0.07,1.46,0.37
2009-11-01,3.40,0.80,0.05,1.32,0.31
2009-12-01,3.59,0.87,0.05,1.38,0.37
2010-01-01,3.73,0.93,0.06,1.49,0.35
2010-02-01,3.69,0.86,0.11,1.40,0.35
2010-03-01,3.73,0.96,0.15,1.51,0.40
2010-04-01,3.85,1.06,0.16,1.64,0.45
2010-05-01,3.42,0.83,0.16,1.32,0.37
2010-06-01,3.20,0.72,0.12,1.17,0.32
2010-07-01,3.01,0.62,0.16,0.98,0.29
2010-08-01,2.70,0.52,0.16,0.78,0.26
2010-09-01,2.65,0.48,0.15,0.74,0.26
2010-10-01,2.54,0.38,0.13,0.57,0.23
2010-11-01,2.76,0.45,0.14,0.67,0.25
2010-12-01,3.29,0.62,0.14,0.99,0.29
2011-01-01,3.39,0.61,0.15,1.03,0.27
2011-02-01,3.58,0.77,0.13,1.28,0.29
2011-03-01,3.41,0.70,0.10,1.17,0.26
2011-04-01,3.46,0.73,0.06,1.21,0.25
2011-05-01,3.17,0.56,0.04,0.94,0.19
2011-06-01,3.00,0.41,0.04,0.71,0.18
2011-07-01,3.00,0.41,0.04,0.68,0.19
2011-08-01,2.30,0.23,0.02,0.38,0.11
2011-09-01,1.98,0.21,0.01,0.35,0.10
2011-10-01,2.15,0.28,0.02,0.47,0.11
2011-11-01,2.01,0.25,0.01,0.39,0.11
2011-12-01,1.98,0.26,0.01,0.39,0.12
2012-01-01,1.97,0.24,0.03,0.36,0.12
2012-02-01,1.97,0.28,0.09,0.38,0.16
2012-03-01,2.17,0.34,0.08,0.51,0.19
2012-04-01,2.05,0.29,0.08,0.43,0.18
2012-05-01,1.80,0.29,0.09,0.39,0.19
2012-06-01,1.62,0.29,0.09,0.39,0.19
2012-07-01,1.53,0.25,0.10,0.33,0.19
2012-08-01,1.68,0.27,0.10,0.37,0.18
2012-09-01,1.72,0.26,0.11,0.34,0.18
2012-10-01,1.75,0.28,0.10,0.37,0.18
2012-11-01,1.65,0.27,0.09,0.36,0.18
2012-12-01,1.72,0.26,0.07,0.35,0.16
2013-01-01,1.91,0.27,0.07,0.39,0.15
2013-02-01,1.98,0.27,0.10,0.40,0.16
2013-03-01,1.96,0.26,0.09,0.39,0.15
2013-04-01,1.76,0.23,0.06,0.34,0.12
2013-05-01,1.93,0.25,0.04,0.40,0.12
2013-06-01,2.30,0.33,0.05,0.58,0.14
2013-07-01,2.58,0.34,0.04,0.64,0.12
2013-08-01,2.74,0.36,0.04,0.70,0.13
2013-09-01,2.81,0.40,0.02,0.78,0.12
2013-10-01,2.62,0.34,0.05,0.63,0.12
2013-11-01,2.72,0.30,0.07,0.58,0.12
2013-12-01,2.90,0.34,0.07,0.69,0.13
2014-01-01,2.86,0.39,0.04,0.78,0.12
2014-02-01,2.71,0.33,0.05,0.69,0.12
2014-03-01,2.72,0.40,0.05,0.82,0.13
2014-04-01,2.71,0.42,0.03,0.88,0.11
2014-05-01,2.56,0.39,0.03,0.83,0.10
2014-06-01,2.60,0.45,0.04,0.90,0.10
2014-07-01,2.54,0.51,0.03,0.97,0.11
2014-08-01,2.42,0.47,0.03,0.93,0.11
2014-09-01,2.53,0.57,0.02,1.05,0.11
2014-10-01,2.30,0.45,0.02,0.88,0.10
2014-11-01,2.33,0.53,0.02,0.96,0.13
2014-12-01,2.21,0.64,0.03,1.06,0.21
2015-01-01,1.88,0.55,0.03,0.90,0.20
2015-02-01,1.98,0.62,0.02,0.99,0.22
2015-03-01,2.04,0.64,0.03,1.02,0.25
2015-04-01,1.94,0.54,0.02,0.87,0.23
2015-05-01,2.20,0.61,0.02,0.98,0.24
2015-06-01,2.36,0.69,0.02,1.07,0.28
2015-07-01,2.32,0.67,0.03,1.03,0.30
2015-08-01,2.17,0.70,0.07,1.03,0.38
2015-09-01,2.17,0.71,0.02,1.01,0.37
2015-10-01,2.07,0.64,0.02,0.93,0.26
2015-11-01,2.26,0.88,0.13,1.20,0.48
2015-12-01,2.24,0.98,0.23,1.28,0.65
2016-01-01,2.09,0.90,0.26,1.14,0.54
2016-02-01,1.78,0.73,0.31,0.90,0.53
2016-03-01,1.89,0.88,0.30,1.04,0.66
2016-04-01,1.81,0.77,0.23,0.92,0.56
2016-05-01,1.81,0.82,0.28,0.97,0.59
2016-06-01,1.64,0.73,0.27,0.86,0.55
2016-07-01,1.50,0.67,0.30,0.79,0.51
2016-08-01,1.56,0.74,0.30,0.85,0.57
2016-09-01,1.63,0.77,0.29,0.90,0.59
2016-10-01,1.76,0.84,0.33,0.99,0.66
2016-11-01,2.14,0.98,0.45,1.22,0.74
2016-12-01,2.49,1.20,0.51,1.49,0.87
2017-01-01,2.43,1.21,0.52,1.48,0.83
2017-02-01,2.42,1.20,0.53,1.47,0.82
2017-03-01,2.48,1.31,0.75,1.59,1.01
2017-04-01,2.30,1.24,0.81,1.44,1.04
2017-05-01,2.30,1.30,0.90,1.48,1.12
2017-06-01,2.19,1.34,1.00,1.49,1.20
2017-07-01,2.32,1.37,1.09,1.54,1.22
2017-08-01,2.21,1.34,1.03,1.48,1.23
2017-09-01,2.20,1.38,1.05,1.51,1.28
2017-10-01,2.36,1.55,1.09,1.68,1.40
2017-11-01,2.35,1.70,1.25,1.81,1.56
2017-12-01,2.40,1.84,1.34,1.96,1.70
2018-01-01,2.58,2.03,1.43,2.15,1.80
2018-02-01,2.86,2.18,1.59,2.36,1.96
2018-03-01,2.84,2.28,1.73,2.42,2.06
2018-04-01,2.87,2.38,1.79,2.52,2.15
2018-05-01,2.98,2.51,1.90,2.66,2.27
2018-06-01,2.91,2.53,1.94,2.65,2.33
2018-07-01,2.89,2.61,1.99,2.70,2.39
2018-08-01,2.89,2.64,2.07,2.71,2.45
2018-09-01,3.00,2.77,2.17,2.84,2.56
2018-10-01,3.15,2.86,2.29,2.94,2.65
2018-11-01,3.12,2.86,2.37,2.91,2.70
2018-12-01,2.83,2.68,2.41,2.67,2.66
2019-01-01,2.71,2.54,2.42,2.52,2.58
2019-02-01,2.68,2.50,2.44,2.48,2.55
2019-03-01,2.57,2.41,2.45,2.37,2.49
2019-04-01,2.53,2.34,2.43,2.31,2.42
2019-05-01,2.40,2.21,2.40,2.16,2.34
2019-06-01,2.07,1.81,2.22,1.78,2.00
2019-07-01,2.06,1.84,2.15,1.80,1.96
2019-08-01,1.63,1.57,1.99,1.51,1.77
2019-09-01,1.70,1.65,1.93,1.59,1.80
2019-10-01,1.71,1.55,1.68,1.53,1.61
2019-11-01,1.81,1.61,1.57,1.61,1.57
2019-12-01,1.86,1.61,1.57,1.63,1.55
2020-01-01,1.76,1.52,1.55,1.52,1.53
2020-02-01,1.50,1.33,1.54,1.31,1.41
2020-03-01,0.87,0.45,0.30,0.50,0.33
2020-04-01,0.66,0.22,0.14,0.28,0.18
